"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.453625058E1,-1.351562556E0,9.520459914E-1,-9.609781981E-1
7.454623058E1,-1.200390835E0,8.718531829E-1,-3.833072054E-1
7.455620958E1,-9.430396713E-1,8.796451825E-1,3.936094147E-1
7.456618958E1,-9.631366977E-1,7.408182496E-1,1.176870849E0
7.457616958E1,-1.094154820E0,5.202788168E-1,1.733678976E0
7.458614858E1,-7.743765897E-1,5.410387713E-1,2.026719790E0
7.459612858E1,-3.788688764E-2,6.272138661E-1,1.946621121E0
7.460610858E1,7.220298301E-1,6.182015526E-1,1.901730292E0
7.461608758E1,1.500238100E0,7.268662083E-1,2.363236406E0
7.462606758E1,2.201657226E0,7.647093880E-1,3.151379680E0
7.463604658E1,2.473088046E0,8.687927502E-1,3.970400346E0
7.464602658E1,1.971863697E0,8.098908234E-1,3.915302618E0
7.465600658E1,1.305966991E0,1.048205207E0,2.991416232E0
7.466598558E1,4.522416387E-1,1.888855308E0,1.578924812E0
7.467596558E1,-2.547120228E-1,2.523209794E0,-1.976241946E-1
7.468594558E1,-1.033641986E0,2.330565673E0,-1.308587567E0
7.469592458E1,-1.589694360E0,1.381438027E0,-7.525185281E-1
7.470590458E1,-1.844781482E0,9.550198853E-2,1.772523783E0
7.471588358E1,-2.400673350E0,-1.355520244E0,5.083203837E0
7.472586358E1,-2.713344290E0,-2.367867985E0,8.002125120E0
7.473584358E1,-2.396470518E0,-2.838461257E0,9.375772902E0
7.474582258E1,-1.790870007E0,-2.978053005E0,8.530129278E0
7.475580258E1,-1.061585244E0,-2.543825322E0,5.665700537E0
7.476578258E1,-6.239860569E-1,-2.010218947E0,2.354653863E0
7.477576158E1,-3.234764484E-1,-1.496977254E0,-3.792796433E-1
7.478574158E1,-1.125551737E-1,-9.806318593E-1,-2.594230075E0
7.479572058E1,6.954817168E-2,-5.797239500E-1,-4.326349599E0
7.480570058E1,4.929597482E-1,-2.927589780E-1,-5.456459679E0
7.481568058E1,8.732508136E-1,-2.534627652E-1,-5.904042403E0
7.482565958E1,1.266648998E0,-2.831233513E-1,-5.525745676E0
7.483563958E1,1.542488911E0,-3.297297531E-1,-4.628263562E0
7.484561958E1,1.498146990E0,-4.860807914E-1,-3.711939965E0
7.485559858E1,1.486737610E0,-4.957620263E-1,-3.114552162E0
7.486557858E1,1.452411531E0,-5.347319645E-1,-2.846104152E0
7.487555758E1,1.260838619E0,-5.243490636E-1,-2.845834011E0
7.488553758E1,1.016719193E0,-4.580270201E-1,-2.970048167E0
7.489551758E1,6.433685535E-1,-3.043756413E-1,-3.125330334E0
7.490549658E1,3.113181867E-1,-1.580917543E-1,-3.267460359E0
7.491547658E1,2.143619956E-1,8.259192109E-3,-3.192041802E0
7.492545558E1,2.514963466E-1,1.598482579E-1,-3.007465670E0
7.493543558E1,3.582838999E-1,3.365481913E-1,-2.681316167E0
7.494541533E1,3.356331751E-1,5.335853255E-1,-2.216767747E0
7.495539433E1,1.595320697E-1,6.664416665E-1,-1.728438701E0
7.496537433E1,1.745043039E-2,9.514121532E-1,-1.304637188E0
7.497535433E1,-1.658662122E-1,1.331437317E0,-9.371607345E-1
7.498533333E1,-4.286932933E-1,1.595107566E0,-6.682759380E-1
7.499531333E1,-5.949231293E-1,1.831140951E0,-2.217398661E-1
7.500529233E1,-6.978692081E-1,1.862226503E0,5.083627760E-1
7.501527233E1,-6.739000093E-1,1.860096363E0,1.482670287E0
7.502525233E1,-3.580162436E-1,1.837619666E0,2.362680920E0
7.503523133E1,-4.943981633E-2,1.720489411E0,2.948180165E0
7.504521133E1,1.510342381E-1,1.662986723E0,3.355943350E0
7.505519133E1,1.733242627E-1,1.584762672E0,3.654028557E0
7.506517033E1,2.170062527E-2,1.561496601E0,4.068031890E0
7.507515033E1,-2.430180666E-1,1.587419062E0,4.610952296E0
7.508512933E1,-5.337013927E-1,1.519239943E0,5.005239987E0
7.509510933E1,-5.229526754E-1,1.392284027E0,4.925716685E0
7.510508933E1,3.040198017E-1,1.380774368E0,4.320119975E0
7.511506833E1,1.425308517E0,1.533798341E0,3.404123822E0
7.512504833E1,2.007684325E0,2.006998885E0,2.491519639E0
7.513502733E1,1.814324651E0,2.526738589E0,1.422779596E0
7.514500733E1,1.420547275E0,3.078435080E0,3.324212265E-1
7.515498733E1,8.257262528E-1,3.188654510E0,-8.956063271E-1
7.516496633E1,2.613180974E-1,2.608556339E0,-1.763742435E0
7.517494633E1,-3.944579188E-2,1.884422534E0,-1.169687544E0
7.518492633E1,-9.633284133E-2,1.143673282E0,4.961912119E-1
7.519490533E1,-2.572555616E-3,2.205622369E-1,2.298422944E0
7.520488533E1,5.522266875E-1,-4.995808429E-1,3.785487413E0
7.521486433E1,1.210556658E0,-1.037888380E0,4.361676137E0
7.522484433E1,1.435059626E0,-1.546390904E0,3.875738018E0
7.523482433E1,1.211858833E0,-1.871196717E0,2.685325018E0
7.524480333E1,7.926012645E-1,-2.084875027E0,1.274443336E0
7.525478333E1,2.112653467E-1,-2.218383917E0,-1.153141093E-1
7.526476333E1,-3.930794742E-1,-2.280425799E0,-1.276243694E0
7.527474233E1,-8.546078436E-1,-2.361364712E0,-2.158071642E0
7.528472233E1,-9.773621694E-1,-2.471749034E0,-2.782902183E0
7.529470133E1,-1.080969568E0,-2.635392720E0,-3.367362378E0
7.530468133E1,-1.139646158E0,-2.972912718E0,-3.817931274E0
7.531466133E1,-8.263933470E-1,-3.075277584E0,-4.024141520E0
7.532464033E1,-6.662537516E-1,-3.349162334E0,-4.207206148E0
7.533462033E1,-4.652456271E-1,-3.447354627E0,-4.280206881E0
7.534459933E1,-3.141913623E-1,-3.408998646E0,-4.222921709E0
7.535457933E1,-1.407014772E-1,-3.294314867E0,-4.159581161E0
7.536455933E1,-5.245975703E-2,-3.028941323E0,-4.155952964E0
7.537453833E1,-1.777976020E-1,-2.687563916E0,-4.165001530E0
7.538451833E1,-3.696839970E-1,-2.280115312E0,-4.195911666E0
7.539449733E1,-4.253214233E-1,-1.721030864E0,-4.280420889E0
7.540447733E1,-4.194301343E-1,-1.058635470E0,-4.341900269E0
7.541445733E1,-3.790229505E-1,-5.059607399E-1,-4.171875517E0
7.542443633E1,-3.929688522E-1,6.118526459E-3,-3.777919947E0
7.543441633E1,-4.398224451E-1,4.849370760E-1,-3.092702286E0
7.544439633E1,-5.526041253E-1,1.020455491E0,-2.001044666E0
7.545437533E1,-6.354606329E-1,1.383046011E0,-7.919913268E-1
7.546435533E1,-9.047211130E-1,1.607584355E0,4.041215390E-1
7.547433433E1,-1.123336227E0,1.742529906E0,1.399764370E0
7.548431433E1,-1.132469724E0,1.720532096E0,2.107324242E0
7.549429433E1,-6.765329374E-1,1.691167964E0,2.336894115E0
7.550427333E1,8.709837019E-2,1.919100031E0,2.202683558E0
7.551425333E1,6.943917958E-1,2.102898484E0,1.975244996E0
7.552423233E1,1.165299793E0,2.299915153E0,1.993110579E0
7.553421233E1,1.604691737E0,2.533406169E0,2.306366386E0
7.554419233E1,1.992698935E0,2.573909247E0,2.872916560E0
7.555417133E1,2.070042687E0,2.538539439E0,3.666847993E0
7.556415133E1,1.942278979E0,2.565345415E0,4.300882636E0
7.557413033E1,1.580810978E0,2.282809124E0,4.155138447E0
7.558411033E1,1.174186099E0,2.199253582E0,3.381137833E0
7.559409033E1,5.754186451E-1,2.617047665E0,2.380283963E0
7.560406933E1,-2.186269547E-1,2.742030730E0,1.163148603E0
7.561404933E1,-9.226631480E-1,2.347436060E0,7.633493257E-1
7.562402933E1,-1.494842436E0,1.365513135E0,1.814376399E0
7.563400833E1,-1.502387244E0,1.277838814E-1,4.101389086E0
7.564398833E1,-1.772754602E0,-1.116275568E0,6.710308537E0
7.565396733E1,-2.070227606E0,-2.091060796E0,8.714417728E0
7.566394733E1,-2.195480374E0,-2.816646464E0,9.221533293E0
7.567392733E1,-2.122717622E0,-3.003245149E0,7.968786635E0
7.568390633E1,-1.835500781E0,-2.621678075E0,5.300617349E0
7.569388633E1,-1.521350496E0,-2.126211333E0,2.297086270E0
7.570386533E1,-1.173598893E0,-1.576894659E0,-2.542696810E-1
7.571384533E1,-1.099350948E0,-1.100217360E0,-2.195535922E0
7.572382533E1,-1.248093444E0,-7.389073795E-1,-3.433485031E0
7.573380433E1,-1.114284883E0,-5.580459827E-1,-4.122634944E0
7.574378433E1,-7.042306133E-1,-5.991074699E-1,-4.264999443E0
7.575376333E1,-5.505511679E-2,-7.474039686E-1,-3.965148377E0
7.576374333E1,6.617752960E-1,-9.934963185E-1,-3.452487897E0
7.577372333E1,1.260947816E0,-1.173458998E0,-2.859090818E0
7.578370233E1,1.766848184E0,-1.265818693E0,-2.417748243E0
7.579368233E1,2.019448777E0,-1.325777212E0,-2.297596732E0
7.580366133E1,2.080699676E0,-1.348449790E0,-2.527391723E0
7.581364133E1,2.000373698E0,-1.389049932E0,-2.976900519E0
7.582362133E1,1.806584253E0,-1.325927485E0,-3.399975223E0
7.583360033E1,1.487726228E0,-1.149224628E0,-3.780399166E0
7.584358033E1,1.098748247E0,-1.049666426E0,-4.073959798E0
7.585355933E1,8.698057073E-1,-8.919617575E-1,-4.217886672E0
7.586353933E1,7.543000285E-1,-7.253921252E-1,-4.140052046E0
7.587351933E1,6.981989910E-1,-4.181010622E-1,-3.888386714E0
7.588349833E1,7.634513596E-1,7.238852978E-4,-3.627790346E0
7.589347833E1,7.641315369E-1,3.322469795E-1,-3.362210981E0
7.590345833E1,6.931166643E-1,6.286072576E-1,-2.877931716E0
7.591343733E1,5.170866756E-1,8.565346473E-1,-2.343225480E0
7.592341733E1,2.850801221E-1,1.028060380E0,-1.724949667E0
7.593339633E1,-1.191691786E-2,1.102090808E0,-1.098689482E0
7.594337633E1,-3.273443815E-1,1.104764155E0,-2.562132955E-1
7.595335658E1,-6.366913987E-1,1.057028071E0,8.445636427E-1
7.596333558E1,-7.167358341E-1,1.051284351E0,1.938564827E0
7.597331558E1,-5.864556301E-1,1.058962914E0,2.741500388E0
7.598329458E1,-4.779247295E-1,1.124790868E0,3.323704142E0
7.599327458E1,-4.441639296E-1,1.175556979E0,3.719379378E0
7.600325458E1,-5.245162209E-1,1.207738885E0,3.998202687E0
7.601323358E1,-7.049811765E-1,1.108951346E0,4.098458462E0
7.602321358E1,-7.340395725E-1,9.760774630E-1,3.958794208E0
7.603319258E1,-3.025306255E-1,9.203119826E-1,3.402157989E0
7.604317258E1,6.416911335E-1,1.094781203E0,2.355732089E0
7.605315258E1,1.684743920E0,1.734145584E0,1.210118117E0
7.606313158E1,1.910576399E0,2.336466098E0,1.348139888E-1
7.607311158E1,1.402116267E0,2.989701244E0,-5.719734657E-1
7.608309058E1,5.999344489E-1,3.216148118E0,-1.125993640E0
7.609307058E1,-8.081118811E-2,2.589989675E0,-1.210962455E0
7.610305058E1,-4.961882883E-1,1.786787481E0,-6.639302874E-1
7.611302958E1,-4.717835451E-1,1.081436103E0,8.202941895E-1
7.612300958E1,-2.577231196E-1,4.507103992E-1,2.942040589E0
7.613298858E1,1.160434033E-1,-4.754955769E-2,4.877480664E0
7.614296858E1,4.074508705E-1,-5.351009238E-1,5.798122430E0
7.615294858E1,5.172666237E-1,-9.807616675E-1,5.509905569E0
7.616292758E1,7.562210581E-1,-1.138131291E0,4.362049774E0
7.617290758E1,6.812652352E-1,-1.159733829E0,2.599867961E0
7.618288658E1,3.052085041E-1,-1.114239568E0,7.481313622E-1
7.619286658E1,-1.650109108E-1,-1.064163428E0,-8.169285321E-1
7.620284658E1,-7.635760514E-1,-1.144187252E0,-1.878373005E0
7.621282558E1,-1.154024242E0,-1.327809119E0,-2.405272039E0
7.622280558E1,-1.302841508E0,-1.632108747E0,-2.511235866E0
7.623278458E1,-1.183546322E0,-1.936132386E0,-2.366423723E0
7.624276458E1,-8.507170332E-1,-2.251245269E0,-2.156035057E0
7.625274458E1,-3.300175823E-1,-2.467648966E0,-2.063808678E0
7.626272358E1,2.558840241E-1,-2.607960507E0,-2.198335569E0
7.627270358E1,7.755446441E-1,-2.599122441E0,-2.365982258E0
7.628268258E1,1.076180991E0,-2.578028026E0,-2.598066434E0
7.629266258E1,1.133668988E0,-2.368648004E0,-2.863194979E0
7.630264258E1,1.015740004E0,-2.058077822E0,-3.209658294E0
7.631262158E1,7.411323912E-1,-1.718179761E0,-3.566486383E0
7.632260158E1,5.677431513E-1,-1.252291744E0,-3.989738258E0
7.633258058E1,6.378781642E-1,-7.562525600E-1,-4.290845305E0
7.634256058E1,8.869363680E-1,-1.899994254E-1,-4.386875297E0
7.635254058E1,1.128802204E0,1.810309660E-1,-4.202609652E0
7.636251958E1,1.289323769E0,5.010555106E-1,-3.633186741E0
7.637249958E1,1.130747719E0,7.484400952E-1,-2.689158452E0
7.638247858E1,6.674947500E-1,7.384583133E-1,-1.716707432E0
7.639245858E1,1.023847461E-1,7.340699780E-1,-7.562081212E-1
7.640243858E1,-4.299859665E-1,7.677914554E-1,-1.329849797E-1
7.641241758E1,-7.259534580E-1,7.992722797E-1,2.944464844E-1
7.642239758E1,-7.341835602E-1,8.696242243E-1,6.928114396E-1
7.643237658E1,-5.693701391E-1,8.053305799E-1,1.104346079E0
7.644235658E1,-2.801279689E-1,7.016173464E-1,1.393367516E0
7.645233658E1,4.241926914E-1,8.188949507E-1,1.692700519E0
7.646231558E1,1.148233964E0,1.023659765E0,1.952979383E0
7.647229558E1,1.684545553E0,1.251450915E0,2.360851327E0
7.648227458E1,1.974568181E0,1.388334818E0,2.937466312E0
7.649225458E1,1.994386003E0,1.466339014E0,3.538546048E0
7.650223458E1,1.788989397E0,1.430350571E0,3.634629250E0
7.651221358E1,1.397583067E0,1.516422170E0,3.145610817E0
7.652219358E1,6.881459463E-1,2.022052542E0,2.510124310E0
7.653217258E1,-3.055338286E-1,2.369112858E0,1.707239036E0
7.654215258E1,-1.230278001E0,2.387783602E0,1.183283490E0
7.655213258E1,-1.992311849E0,1.653280930E0,1.678163756E0
7.656211158E1,-2.542678099E0,6.158199817E-1,3.435653179E0
7.657209158E1,-3.193493081E0,-3.496816224E-1,6.188774323E0
7.658207058E1,-3.940554695E0,-1.238491146E0,8.503177707E0
7.659205058E1,-4.492047411E0,-2.058545015E0,9.240637901E0
7.660202958E1,-4.458640514E0,-2.451131752E0,8.253554224E0
7.661200958E1,-3.927721811E0,-2.420546136E0,5.764106838E0
7.662198958E1,-2.808090819E0,-1.748909218E0,2.904649984E0
7.663196858E1,-1.635072993E0,-1.062777638E0,2.641187310E-2
7.664194858E1,-8.738818744E-1,-7.307943678E-1,-2.385546457E0
7.665192758E1,-2.721025193E-1,-4.497970641E-1,-3.594112138E0
7.666190758E1,1.940946691E-1,-3.172512102E-1,-3.847843875E0
7.667188758E1,6.189135973E-1,-3.440525079E-1,-3.394157828E0
7.668186658E1,1.000416498E0,-4.289920861E-1,-2.744393005E0
7.669184658E1,1.393448500E0,-5.610134447E-1,-2.188087739E0
7.670182558E1,1.843027463E0,-6.002283812E-1,-1.888012140E0
7.671180558E1,2.160351179E0,-6.171285886E-1,-2.057635773E0
7.672178558E1,2.330286176E0,-6.369956732E-1,-2.552229525E0
7.673176458E1,2.307607312E0,-6.430241525E-1,-3.212921040E0
7.674174458E1,2.107364003E0,-6.491263068E-1,-3.981364460E0
7.675172358E1,1.760004310E0,-6.501846528E-1,-4.663708799E0
7.676170358E1,1.476744280E0,-6.944574308E-1,-5.169992305E0
7.677168358E1,1.269063021E0,-7.490751028E-1,-5.468104994E0
7.678166258E1,1.194062101E0,-7.852009553E-1,-5.539809984E0
7.679164258E1,1.164685982E0,-7.970053142E-1,-5.234631520E0
7.680162158E1,1.042384669E0,-6.211807090E-1,-4.725164205E0
7.681160158E1,7.405024999E-1,-5.387408155E-1,-4.081199235E0
7.682158158E1,6.075493875E-1,-4.058757037E-1,-3.269884030E0
7.683156058E1,5.772176872E-1,-1.059392685E-1,-2.492114301E0
7.684154058E1,3.847394078E-1,1.150001138E-1,-1.828713187E0
7.685151958E1,-4.534157597E-2,3.179645705E-1,-1.316053292E0
7.686149958E1,-3.976598541E-1,5.746930057E-1,-1.000706520E0
7.687147858E1,-5.125430967E-1,8.755170482E-1,-9.351837909E-1
7.688145858E1,-6.034980711E-1,1.072731938E0,-8.661006922E-1
7.689143858E1,-6.623185755E-1,1.258053591E0,-6.336832255E-1
7.690141758E1,-5.438699931E-1,1.436959679E0,-1.254233605E-1
7.691139758E1,-3.656411590E-1,1.387256591E0,5.514169943E-1
7.692137658E1,-2.178509561E-1,1.281370533E0,1.399264433E0
7.693135658E1,-9.804834131E-2,1.189603161E0,2.351482333E0
7.694133658E1,-1.594857305E-2,1.143948101E0,3.252051777E0
7.695131563E1,-7.842088290E-2,9.521910024E-1,4.031981467E0
7.696129562E1,-2.827329766E-2,6.341194278E-1,4.635828105E0
7.697127463E1,3.941828073E-1,6.225360936E-1,4.939540672E0
7.698125463E1,1.069264027E0,1.031264069E0,4.649887151E0
7.699123362E1,1.103594273E0,1.337127242E0,3.946268302E0
7.700121363E1,7.047482380E-1,1.803598226E0,3.027881223E0
7.701119363E1,2.559763005E-1,2.504556007E0,1.837629021E0
7.702117262E1,-3.296857894E-1,2.570620773E0,2.952808821E-1
7.703115263E1,-1.880706482E-1,2.157452422E0,-7.561660212E-1
7.704113163E1,6.398323768E-1,1.619651839E0,-3.252677429E-1
7.705111162E1,1.316494611E0,1.001113486E0,1.554368845E0
7.706109163E1,1.395399278E0,3.576016760E-1,3.733792180E0
7.707107063E1,1.294069662E0,-2.095150924E-1,5.496685599E0
7.708105062E1,1.244886392E0,-6.507109022E-1,6.252590834E0
7.709102963E1,1.033126627E0,-9.465805990E-1,5.966299462E0
7.710100963E1,5.785573574E-1,-1.088939835E0,4.568229614E0
7.711098962E1,-5.779351406E-2,-1.125622927E0,2.524028404E0
7.712096863E1,-5.022496583E-1,-9.921403491E-1,5.231650025E-1
7.713094863E1,-7.710098360E-1,-9.978267664E-1,-1.207283971E0
7.714092762E1,-9.563552432E-1,-1.235069355E0,-2.621523124E0
7.715090763E1,-1.126449504E0,-1.426240563E0,-3.566485798E0
7.716088663E1,-1.234015979E0,-1.662328327E0,-4.089167821E0
7.717086662E1,-1.277452313E0,-2.029357468E0,-4.215631986E0
7.718084663E1,-1.037761861E0,-2.258992830E0,-3.931400002E0
7.719082563E1,-7.492197483E-1,-2.426461764E0,-3.551277775E0
7.720080562E1,-5.183794584E-1,-2.488873190E0,-3.295415313E0
7.721078463E1,-2.409665345E-1,-2.446083850E0,-3.252103232E0
7.722076463E1,6.601550326E-2,-2.272068958E0,-3.352213996E0
7.723074462E1,3.579451268E-1,-2.034979566E0,-3.565641460E0
7.724072363E1,4.849274281E-1,-1.765790715E0,-3.888415366E0
7.725070363E1,5.107039281E-1,-1.371149851E0,-4.234110357E0
7.726068262E1,4.041686091E-1,-1.021216798E0,-4.516226233E0
7.727066263E1,3.237515599E-1,-5.916698116E-1,-4.387844181E0
7.728064163E1,3.204986076E-1,-1.155006355E-1,-3.908582997E0
7.729062162E1,2.405507974E-1,2.404866242E-1,-3.314177858E0
7.730060163E1,8.482811563E-2,5.291548902E-1,-2.624695238E0
7.731058063E1,-1.382104171E-1,6.121555316E-1,-1.900985357E0
7.732056062E1,-4.536994958E-1,6.936961234E-1,-1.107652679E0
7.733053962E1,-8.510613611E-1,7.771095783E-1,-3.823897773E-1
7.734051963E1,-1.042607667E0,8.580251026E-1,1.626794797E-1
7.735049962E1,-9.241329919E-1,9.448246801E-1,5.410949045E-1
7.736047862E1,-4.868666571E-1,1.001136290E0,7.873515612E-1
7.737045863E1,1.022197084E-1,1.141698092E0,9.936851835E-1
7.738043763E1,7.825673693E-1,1.443772854E0,1.200012959E0
7.739041762E1,1.337178113E0,1.603701219E0,1.503183489E0
7.740039663E1,1.666158399E0,1.786286960E0,2.185120277E0
7.741037663E1,1.626138301E0,1.905259087E0,3.221798868E0
7.742035662E1,1.513515957E0,2.051179277E0,4.158818099E0
7.743033563E1,1.436658839E0,1.866572154E0,4.422769015E0
7.744031563E1,1.210221174E0,1.768629538E0,4.114125491E0
7.745029462E1,6.343376751E-1,2.119485866E0,3.391512548E0
7.746027463E1,4.425772145E-2,2.329189823E0,2.783633085E0
7.747025363E1,-6.762288822E-1,2.107437093E0,2.771052800E0
7.748023362E1,-1.289717140E0,1.190774358E0,3.629211220E0
7.749021363E1,-1.643740174E0,5.245712578E-2,5.505859296E0
7.750019263E1,-2.143428460E0,-9.155687213E-1,7.687601051E0
7.751017262E1,-2.459816913E0,-1.459417080E0,9.266397225E0
7.752015163E1,-2.474899514E0,-1.821282545E0,9.428928770E0
7.753013163E1,-2.230234031E0,-2.021594120E0,7.907493197E0
7.754011162E1,-1.872762894E0,-1.905236283E0,5.174655460E0
7.755009063E1,-1.689880261E0,-1.656229681E0,2.371513140E0
7.756007063E1,-1.497580248E0,-1.297646842E0,2.374086499E-2
7.757004962E1,-1.262794805E0,-1.091620783E0,-2.110706272E0
7.758002963E1,-9.066664816E-1,-9.129649562E-1,-3.765621498E0
7.759000863E1,-3.553915747E-1,-8.144130599E-1,-4.728021739E0
7.759998862E1,2.874884440E-1,-8.075209469E-1,-4.942993453E0
7.760996863E1,8.119955286E-1,-8.868325800E-1,-4.574922922E0
7.761994763E1,1.098530219E0,-8.855555481E-1,-3.988914970E0
7.762992762E1,1.261478305E0,-1.020964783E0,-3.538497516E0
7.763990663E1,1.525900799E0,-1.066819233E0,-3.278405178E0
7.764988663E1,1.620497931E0,-1.035303326E0,-3.309454477E0
7.765986562E1,1.492855259E0,-1.068903766E0,-3.474820753E0
7.766984563E1,1.293763706E0,-1.079241643E0,-3.721998931E0
7.767982563E1,1.020483411E0,-1.074596615E0,-4.030880436E0
7.768980462E1,8.358491718E-1,-1.018828211E0,-4.270219837E0
7.769978463E1,7.564041491E-1,-8.753802234E-1,-4.413416394E0
7.770976363E1,6.075643345E-1,-7.721651727E-1,-4.463622926E0
7.771974362E1,4.775095041E-1,-6.021047527E-1,-4.310760922E0
7.772972263E1,3.688065126E-1,-3.482052004E-1,-3.869169255E0
7.773970263E1,8.456184804E-2,-1.670087582E-1,-3.441965833E0
7.774968262E1,-2.269877422E-1,8.231008530E-2,-3.030000254E0
7.775966163E1,-4.902486136E-1,4.461606807E-1,-2.745700443E0
7.776964163E1,-7.722844559E-1,5.884649527E-1,-2.622767411E0
7.777962062E1,-7.912054610E-1,7.456193984E-1,-2.437569135E0
7.778960063E1,-6.320829888E-1,9.247798401E-1,-2.106843601E0
7.779958063E1,-4.916102474E-1,1.047064415E0,-1.525148554E0
7.780955962E1,-4.084674820E-1,1.080132759E0,-6.540672040E-1
7.781953963E1,-4.324427473E-1,1.117340931E0,3.762607259E-1
7.782951863E1,-6.997417789E-1,1.072685160E0,1.504418421E0
7.783949862E1,-8.551782395E-1,1.009283216E0,2.752180327E0
7.784947763E1,-9.250129247E-1,9.957831645E-1,3.848090043E0
7.785945763E1,-8.882019248E-1,1.144535161E0,4.632144944E0
7.786943762E1,-9.305916801E-1,1.174578155E0,4.934914940E0
7.787941663E1,-7.441305511E-1,1.212712526E0,4.769127665E0
7.788939663E1,-2.468069984E-2,1.457911422E0,4.195906988E0
7.789937562E1,8.990536261E-1,1.933208193E0,3.387674435E0
7.790935563E1,1.488051479E0,2.446566246E0,2.347067100E0
7.791933463E1,1.651946303E0,3.255340251E0,1.267885099E0
7.792931462E1,1.501513524E0,4.137659365E0,5.927439451E-2
7.793929463E1,8.784104698E-1,4.245666209E0,-1.246139889E0
7.794927325E1,3.283317570E-1,3.379774262E0,-1.552923414E0
7.795925325E1,4.731886676E-1,2.467099913E0,9.752395570E-2
7.796923225E1,6.765567648E-1,1.418048029E0,2.766429407E0
7.797921225E1,8.375694957E-1,3.504230493E-1,5.504690437E0
7.798919125E1,1.161241241E0,-3.754526407E-1,7.693683910E0
7.799917125E1,1.392984378E0,-9.315152478E-1,8.681011416E0
7.800915125E1,1.336731239E0,-1.189311385E0,8.307949702E0
7.801913025E1,8.967023876E-1,-1.359409227E0,6.625618635E0
7.802911025E1,2.756919605E-1,-1.426028894E0,4.056715774E0
7.803908925E1,-2.531046963E-1,-1.288677798E0,1.596561769E0
7.804906925E1,-8.276039399E-1,-1.230641844E0,-5.434355450E-1
7.805904825E1,-1.223365715E0,-1.308530264E0,-2.273058307E0
7.806902825E1,-1.308249744E0,-1.487177321E0,-3.598603384E0
7.807900725E1,-1.202510304E0,-1.837824903E0,-4.399566094E0
7.808898725E1,-8.086572070E-1,-2.199927181E0,-4.595401626E0
7.809896725E1,-2.726748155E-1,-2.541837854E0,-4.546390849E0
7.810894625E1,1.368947205E-1,-2.804412920E0,-4.563698607E0
7.811892625E1,4.505015805E-1,-2.983148854E0,-4.539609248E0
7.812890525E1,6.869760646E-1,-3.064570162E0,-4.466514375E0
7.813888525E1,1.008910237E0,-2.991347235E0,-4.471449425E0
7.814886425E1,1.203468225E0,-2.768943710E0,-4.684239542E0
7.815884425E1,1.059171806E0,-2.446774991E0,-4.935583277E0
7.816882425E1,7.475783618E-1,-2.017910959E0,-5.058022803E0
7.817880325E1,4.266183723E-1,-1.482359215E0,-5.081862486E0
7.818878325E1,1.176856669E-1,-8.828085262E-1,-4.952067162E0
7.819876225E1,-1.685890413E-1,-3.061830157E-1,-4.661324889E0
7.820874225E1,-3.765984026E-1,1.772858244E-1,-4.054245910E0
7.821872125E1,-5.445408880E-1,5.719880837E-1,-3.168064125E0
7.822870125E1,-7.548578529E-1,8.403302586E-1,-2.207516282E0
7.823868125E1,-1.024518502E0,8.900058639E-1,-1.152886155E0
7.824866025E1,-1.266779683E0,8.838294500E-1,-2.256072146E-1
7.825864025E1,-1.543712587E0,7.961744249E-1,7.120540416E-1
7.826861925E1,-1.581877656E0,7.848366737E-1,1.638496245E0
7.827859925E1,-1.150493255E0,8.382597595E-1,2.216807508E0
7.828857825E1,-3.920346133E-1,9.249353760E-1,2.243776036E0
7.829855825E1,3.818475211E-1,1.120704249E0,1.901079497E0
7.830853825E1,1.069023634E0,1.582836015E0,1.682489526E0
7.831851725E1,1.751597037E0,1.940048851E0,1.601181654E0
7.832849725E1,2.156529731E0,2.150643924E0,1.905310543E0
7.833847625E1,2.475234852E0,2.252121767E0,2.719421886E0
7.834845625E1,2.590294022E0,2.165695242E0,3.726351013E0
7.835843525E1,2.103480575E0,1.913225918E0,4.154186520E0
7.836841525E1,1.075294334E0,1.820524746E0,4.056482470E0
7.837839425E1,-1.312477720E-1,2.332139744E0,3.547045560E0
7.838837425E1,-1.278598660E0,2.699741912E0,2.497734060E0
7.839835425E1,-2.035730056E0,2.592126247E0,1.742488976E0
7.840833325E1,-2.582191536E0,1.775198885E0,2.102996133E0
7.841831325E1,-3.124759646E0,6.380908567E-1,3.831747075E0
7.842829225E1,-3.686603688E0,-5.889648896E-1,6.197561519E0
7.843827225E1,-3.924222253E0,-1.595061958E0,7.880604776E0
7.844825125E1,-3.533568605E0,-2.173157458E0,8.118416884E0
7.845823125E1,-2.687265708E0,-2.325151151E0,6.536380184E0
7.846821125E1,-2.007654797E0,-2.173884852E0,3.752971632E0
7.847819025E1,-1.477370078E0,-1.788099012E0,1.169751279E0
7.848817025E1,-8.906491307E-1,-1.430308471E0,-1.117577158E0
7.849814925E1,-5.017347378E-1,-1.192674703E0,-3.020900817E0
7.850812925E1,-1.728797282E-1,-1.015515178E0,-4.250201894E0
7.851810825E1,2.571451224E-1,-9.233513653E-1,-4.591761149E0
7.852808825E1,6.209168534E-1,-9.177848160E-1,-4.245683166E0
7.853806725E1,8.350668143E-1,-1.005205368E0,-3.567562271E0
7.854804725E1,9.173620623E-1,-1.122889354E0,-3.117536581E0
